index,docId,category,charCount,wordCount,url
5544,technology544,technology,1528,523,https://kohsantepheapdaily.com.kh/article/153028.html
5545,technology545,technology,1509,542,https://kohsantepheapdaily.com.kh/article/798770.html
5546,technology546,technology,1967,706,https://kohsantepheapdaily.com.kh/article/581726.html
5547,technology547,technology,3718,1328,https://news.sabay.com.kh/article/1357672
5548,technology548,technology,1100,377,https://kohsantepheapdaily.com.kh/article/842724.html
5549,technology549,technology,1125,382,https://kohsantepheapdaily.com.kh/article/139525.html
5550,technology550,technology,1981,707,https://kohsantepheapdaily.com.kh/article/1268452.html
5551,technology551,technology,3196,1072,https://news.sabay.com.kh/article/1353210
5552,technology552,technology,622,226,https://kohsantepheapdaily.com.kh/article/1166707.html
5553,technology553,technology,1380,480,https://kohsantepheapdaily.com.kh/article/1023774.html
5554,technology554,technology,4483,1627,https://dap-news.com/technology/2021/01/19/113341/
5555,technology555,technology,783,266,https://kohsantepheapdaily.com.kh/article/888524.html
5556,technology556,technology,1001,357,https://news.sabay.com.kh/article/1360543
5557,technology557,technology,535,166,https://news.sabay.com.kh/article/1355203
5558,technology558,technology,1249,438,https://news.sabay.com.kh/article/1356968
5559,technology559,technology,1387,485,https://kohsantepheapdaily.com.kh/article/1850638.html
5560,technology560,technology,3199,1107,https://dap-news.com/technology/2024/04/05/405961/
5561,technology561,technology,1645,537,https://kohsantepheapdaily.com.kh/article/832109.html
5562,technology562,technology,476,156,https://kohsantepheapdaily.com.kh/article/117035.html
5563,technology563,technology,1621,565,https://kohsantepheapdaily.com.kh/article/892844.html
5564,technology564,technology,1163,421,https://kohsantepheapdaily.com.kh/article/12646.html
5565,technology565,technology,2396,883,https://kohsantepheapdaily.com.kh/article/553252.html
5566,technology566,technology,2742,954,https://kohsantepheapdaily.com.kh/article/153147.html
5567,technology567,technology,680,223,https://kohsantepheapdaily.com.kh/article/139897.html
5568,technology568,technology,1443,530,https://news.sabay.com.kh/article/1346515
5569,technology569,technology,1525,550,https://kohsantepheapdaily.com.kh/article/844177.html
5570,technology570,technology,1985,747,https://dap-news.com/technology/2020/03/26/44055/
5571,technology571,technology,1246,456,https://news.sabay.com.kh/article/1348282
5572,technology572,technology,1151,382,https://kohsantepheapdaily.com.kh/article/628052.html
5573,technology573,technology,2240,776,https://news.sabay.com.kh/article/1355036
5574,technology574,technology,872,290,https://news.sabay.com.kh/article/1350138
5575,technology575,technology,326,111,https://dap-news.com/technology/2024/03/05/398382/
5576,technology576,technology,1120,415,https://news.sabay.com.kh/article/1353769
5577,technology577,technology,1134,394,https://kohsantepheapdaily.com.kh/article/154033.html
5578,technology578,technology,2814,1025,https://kohsantepheapdaily.com.kh/article/166243.html
5579,technology579,technology,2417,810,https://kohsantepheapdaily.com.kh/article/925789.html
5580,technology580,technology,1087,385,https://kohsantepheapdaily.com.kh/article/115476.html
5581,technology581,technology,2555,912,https://kohsantepheapdaily.com.kh/article/638241.html
5582,technology582,technology,402,141,https://kohsantepheapdaily.com.kh/article/120349.html
5583,technology583,technology,743,245,https://kohsantepheapdaily.com.kh/article/117914.html
5584,technology584,technology,2050,773,https://dap-news.com/technology/2022/05/05/242625/
5585,technology585,technology,2102,711,https://kohsantepheapdaily.com.kh/article/2039963.html
5586,technology586,technology,1806,612,https://news.sabay.com.kh/article/1348502
5587,technology587,technology,1818,649,https://news.sabay.com.kh/article/1348548
5588,technology588,technology,859,291,https://kohsantepheapdaily.com.kh/article/120288.html
5589,technology589,technology,1920,695,https://news.sabay.com.kh/article/1346164
5590,technology590,technology,1243,425,https://news.sabay.com.kh/article/1347870
5591,technology591,technology,1351,469,https://kohsantepheapdaily.com.kh/article/1291385.html
5592,technology592,technology,800,276,https://kohsantepheapdaily.com.kh/article/112259.html
5593,technology593,technology,1431,510,https://dap-news.com/technology/2021/01/26/114815/
5594,technology594,technology,4224,1560,https://kohsantepheapdaily.com.kh/article/170493.html
5595,technology595,technology,1072,349,https://kohsantepheapdaily.com.kh/article/839239.html
5596,technology596,technology,1339,483,https://kohsantepheapdaily.com.kh/article/166517.html
5597,technology597,technology,11816,4134,https://news.sabay.com.kh/article/1353096
5598,technology598,technology,996,351,https://kohsantepheapdaily.com.kh/article/136447.html
5599,technology599,technology,863,304,https://kohsantepheapdaily.com.kh/article/155088.html
5600,technology600,technology,1003,346,https://news.sabay.com.kh/article/1360051
5601,technology601,technology,1112,391,https://kohsantepheapdaily.com.kh/article/1328424.html
5602,technology602,technology,796,282,https://news.sabay.com.kh/article/1347070
5603,technology603,technology,1263,454,https://kohsantepheapdaily.com.kh/article/664405.html
5604,technology604,technology,728,251,https://kohsantepheapdaily.com.kh/article/834439.html
5605,technology605,technology,3818,1389,https://news.sabay.com.kh/article/1358714
5606,technology606,technology,1621,567,https://kohsantepheapdaily.com.kh/article/160232.html
5607,technology607,technology,944,330,https://kohsantepheapdaily.com.kh/article/156306.html
5608,technology608,technology,1710,556,https://kohsantepheapdaily.com.kh/article/170915.html
5609,technology609,technology,766,262,https://kohsantepheapdaily.com.kh/article/820379.html
5610,technology610,technology,1215,401,https://kohsantepheapdaily.com.kh/article/816779.html
5611,technology611,technology,1076,364,https://dap-news.com/technology/2021/10/12/189832/
5612,technology612,technology,3472,1288,https://kohsantepheapdaily.com.kh/article/166235.html
5613,technology613,technology,1168,339,https://news.sabay.com.kh/article/1350710
5614,technology614,technology,1049,354,https://kohsantepheapdaily.com.kh/article/126557.html
5615,technology615,technology,1774,557,https://dap-news.com/technology/2022/03/02/225983/
5616,technology616,technology,2433,899,https://kohsantepheapdaily.com.kh/article/166506.html
5617,technology617,technology,3391,1216,https://kohsantepheapdaily.com.kh/article/547781.html
5618,technology618,technology,1109,372,https://kohsantepheapdaily.com.kh/article/747518.html
5619,technology619,technology,2412,855,https://news.sabay.com.kh/article/1350076
5620,technology620,technology,1573,545,https://kohsantepheapdaily.com.kh/article/935743.html
5621,technology621,technology,3533,1295,https://news.sabay.com.kh/article/1353634
5622,technology622,technology,600,209,https://kohsantepheapdaily.com.kh/article/144892.html
5623,technology623,technology,1525,512,https://kohsantepheapdaily.com.kh/article/166885.html
5624,technology624,technology,3339,1171,https://kohsantepheapdaily.com.kh/article/158562.html
5625,technology625,technology,1279,453,https://kohsantepheapdaily.com.kh/article/156231.html
5626,technology626,technology,1156,401,https://kohsantepheapdaily.com.kh/article/156059.html
5627,technology627,technology,1274,424,https://kohsantepheapdaily.com.kh/article/1023680.html
5628,technology628,technology,1305,460,https://news.sabay.com.kh/article/1356937
5629,technology629,technology,1122,396,https://news.sabay.com.kh/article/1354314
5630,technology630,technology,1285,448,https://kohsantepheapdaily.com.kh/article/773275.html
5631,technology631,technology,1476,550,https://dap-news.com/technology/2020/03/29/44626/
5632,technology632,technology,1955,682,https://kohsantepheapdaily.com.kh/article/1807906.html
5633,technology633,technology,748,248,https://news.sabay.com.kh/article/1345795
5634,technology634,technology,2735,996,https://dap-news.com/technology/2023/06/29/342748/
5635,technology635,technology,1586,549,https://kohsantepheapdaily.com.kh/article/156519.html
5636,technology636,technology,1826,663,https://kohsantepheapdaily.com.kh/article/1725345.html
5637,technology637,technology,1522,537,https://kohsantepheapdaily.com.kh/article/153072.html
5638,technology638,technology,607,214,https://kohsantepheapdaily.com.kh/article/125472.html
5639,technology639,technology,4953,1780,https://kohsantepheapdaily.com.kh/article/812506.html
5640,technology640,technology,1061,363,https://kohsantepheapdaily.com.kh/article/139421.html
5641,technology641,technology,762,267,https://kohsantepheapdaily.com.kh/article/121912.html
5642,technology642,technology,2114,744,https://kohsantepheapdaily.com.kh/article/1810792.html
5643,technology643,technology,787,280,https://kohsantepheapdaily.com.kh/article/842851.html
5644,technology644,technology,1097,390,https://kohsantepheapdaily.com.kh/article/1078727.html
5645,technology645,technology,902,334,https://dap-news.com/technology/2020/07/29/71860/
5646,technology646,technology,2093,762,https://kohsantepheapdaily.com.kh/article/153229.html
5647,technology647,technology,4748,1599,https://news.sabay.com.kh/article/1355600
5648,technology648,technology,1815,632,https://kohsantepheapdaily.com.kh/article/158130.html
5649,technology649,technology,450,153,https://kohsantepheapdaily.com.kh/article/139680.html
5650,technology650,technology,1167,427,https://kohsantepheapdaily.com.kh/article/624502.html
5651,technology651,technology,2274,806,https://kohsantepheapdaily.com.kh/article/168874.html
5652,technology652,technology,4184,1423,https://news.sabay.com.kh/article/1360129
5653,technology653,technology,1053,347,https://kohsantepheapdaily.com.kh/article/154959.html
5654,technology654,technology,949,341,https://kohsantepheapdaily.com.kh/article/855411.html
5655,technology655,technology,701,223,https://kohsantepheapdaily.com.kh/article/158068.html
5656,technology656,technology,2564,898,https://kohsantepheapdaily.com.kh/article/153297.html
5657,technology657,technology,5776,2052,https://news.sabay.com.kh/article/1358940
5658,technology658,technology,1389,446,https://kohsantepheapdaily.com.kh/article/912110.html
5659,technology659,technology,6084,2143,https://news.sabay.com.kh/article/1360158
5660,technology660,technology,1394,503,https://kohsantepheapdaily.com.kh/article/798815.html
5661,technology661,technology,962,335,https://news.sabay.com.kh/article/1347554
5662,technology662,technology,1684,623,https://dap-news.com/technology/2022/05/04/241969/
5663,technology663,technology,1620,599,https://news.sabay.com.kh/article/1357265
5664,technology664,technology,1316,487,https://kohsantepheapdaily.com.kh/article/664400.html
5665,technology665,technology,1328,458,https://kohsantepheapdaily.com.kh/article/724970.html
5666,technology666,technology,1995,726,https://news.sabay.com.kh/article/1347291
5667,technology667,technology,1011,373,https://kohsantepheapdaily.com.kh/article/1037871.html
5668,technology668,technology,1317,428,https://news.sabay.com.kh/article/1348047
5669,technology669,technology,516,177,https://news.sabay.com.kh/article/1360369
5670,technology670,technology,2273,806,https://kohsantepheapdaily.com.kh/article/%e1%9e%94%e1%9e%be%e2%80%8b%e1%9e%9b%e1%9f%84%e1%9e%80%e2%80%8b%e1%9e%a2%e1%9f%92%e1%9e%93%e1%9e%80%e2%80%8b%e1%9e%9f%e1%9f%92%e1%9e%9a%e1%9e%a1%e1%9e%b6%e1%9e%89%e1%9f%8b%e2%80%8b%e1%9e%9a%e1%9e%90.html
5671,technology671,technology,747,257,https://news.sabay.com.kh/article/1356680
5672,technology672,technology,1101,412,https://dap-news.com/technology/2020/11/29/101895/
5673,technology673,technology,1245,433,https://news.sabay.com.kh/article/1360234
5674,technology674,technology,3720,1358,https://kohsantepheapdaily.com.kh/article/166135.html
5675,technology675,technology,1676,630,https://news.sabay.com.kh/article/1346729
5676,technology676,technology,614,214,https://kohsantepheapdaily.com.kh/article/118047.html
5677,technology677,technology,1075,358,https://kohsantepheapdaily.com.kh/article/154473.html
5678,technology678,technology,1524,527,https://news.sabay.com.kh/article/1347128
5679,technology679,technology,1501,509,https://kohsantepheapdaily.com.kh/article/921113.html
5680,technology680,technology,1323,435,https://news.sabay.com.kh/article/1360255
5681,technology681,technology,1174,419,https://kohsantepheapdaily.com.kh/article/1605754.html
5682,technology682,technology,619,213,https://news.sabay.com.kh/article/1358314
5683,technology683,technology,1283,480,https://kohsantepheapdaily.com.kh/article/163552.html
